query_id,query,intent,intent_prob_informational,intent_prob_comparison,intent_prob_transactional,intent_prob_navigational,intent_confidence,mentions_own_brand,mentions_own_product,mentions_competitor_brand,mentions_competitor_product,out_of_category,mentions_competitor,own_product_only,latency_ms,model,input_tokens,output_tokens
Q0753,z6iii 中古 スペック,informational,0.78,0.0,0.22,0.0,0.7,0.07,0.9,0.03,0.03,0.04,0.03,0.837,242.6,jev-1.13.0,1074,153
Q0754,Sony a7CII セール amazon,transactional,0.0,0.0,1.0,0.0,1.0,0.02,0.03,0.89,0.95,0.04,0.95,0.0294,219.5,jev-1.13.0,1073,152
Q0755,200-600mm G望遠 レビュー 会員登録,informational,0.53,0.01,0.1,0.36,0.38,0.09,0.55,0.03,0.03,0.05,0.03,0.5005,235.8,jev-1.13.0,1084,153
Q0756,NIKKOR Z 40mm F2 登録,navigational,0.32,0.0,0.17,0.51,0.34,0.12,0.94,0.03,0.03,0.05,0.03,0.8272,268.2,jev-1.13.0,1078,153
Q0757,Z50II スペック 初心者向け,informational,1.0,0.0,0.0,0.0,0.99,0.09,0.93,0.02,0.02,0.04,0.02,0.8463,305.9,jev-1.13.0,1079,153
Q0758,Z9 登録,navigational,0.23,0.0,0.18,0.59,0.45,0.09,0.95,0.02,0.03,0.06,0.03,0.8645,585.2,jev-1.13.0,1069,153
Q0759,Z 180-600mm とは 公式サイト,navigational,0.16,0.0,0.0,0.84,0.78,0.14,0.92,0.03,0.03,0.04,0.03,0.7912,315.0,jev-1.13.0,1082,153
Q0760,NIKKOR 180-600 とは 初心者向け,informational,1.0,0.0,0.0,0.0,1.0,0.21,0.88,0.04,0.03,0.04,0.04,0.6952,285.8,jev-1.13.0,1085,153
Q0761,ニコン Z9 口コミ,informational,0.98,0.02,0.0,0.0,0.97,0.98,0.95,0.03,0.02,0.03,0.03,0.019,241.3,jev-1.13.0,1072,153
Q0762,Nikon カメラ レビュー,informational,0.98,0.02,0.0,0.0,0.97,0.97,0.04,0.04,0.03,0.04,0.04,0.0012,246.6,jev-1.13.0,1074,153
Q0763,RF 50mm f1.8 とは 初心者向け,informational,1.0,0.0,0.0,0.0,1.0,0.03,0.07,0.12,0.78,0.07,0.78,0.0679,209.6,jev-1.13.0,1082,153
Q0764,nikon カスタマーサポート,navigational,0.0,0.0,0.0,1.0,1.0,0.81,0.02,0.03,0.02,0.05,0.03,0.0038,275.2,jev-1.13.0,1075,153
Q0765,nikon インクカートリッジ,transactional,0.21,0.0,0.77,0.02,0.69,0.93,0.06,0.04,0.02,0.93,0.04,0.0042,257.9,jev-1.13.0,1075,152
Q0766,a7RV sony nikon どっちがいい,comparison,0.0,1.0,0.0,0.0,1.0,0.96,0.09,0.92,0.96,0.03,0.96,0.0036,236.0,jev-1.13.0,1076,150
Q0767,EOS R8 使い方 初心者向け,informational,1.0,0.0,0.0,0.0,1.0,0.02,0.04,0.15,0.94,0.05,0.94,0.0392,222.4,jev-1.13.0,1077,153
Q0768,キヤノン Nikon 比較 おすすめ,comparison,0.0,1.0,0.0,0.0,1.0,0.92,0.04,0.94,0.1,0.04,0.94,0.0032,233.0,jev-1.13.0,1077,150
Q0769,EOS R6 Mark II 初心者,informational,0.84,0.15,0.01,0.0,0.79,0.02,0.04,0.22,0.93,0.06,0.93,0.0392,223.5,jev-1.13.0,1073,153
Q0770,nikon CANON 違い,comparison,0.0,1.0,0.0,0.0,1.0,0.68,0.04,0.86,0.12,0.04,0.86,0.0128,191.9,jev-1.13.0,1071,150
Q0771,NIKON z6iii 特徴,informational,1.0,0.0,0.0,0.0,1.0,0.94,0.92,0.04,0.02,0.04,0.04,0.0552,234.3,jev-1.13.0,1072,153
Q0772,Nikon ソニー vs,comparison,0.0,1.0,0.0,0.0,1.0,0.9,0.06,0.92,0.12,0.05,0.92,0.006,212.9,jev-1.13.0,1070,150
Q0773,NIKON NIKKOR Z 40mm f/2 と キヤノン EOS R8 比較 おすすめ,comparison,0.0,1.0,0.0,0.0,1.0,0.93,0.91,0.91,0.82,0.04,0.91,0.0637,263.6,jev-1.13.0,1096,150
Q0774,Z 40mm f2 作例,informational,1.0,0.0,0.0,0.0,0.99,0.07,0.95,0.02,0.02,0.04,0.02,0.8835,247.3,jev-1.13.0,1073,153
Q0775,Z 9 初心者 まとめ,informational,1.0,0.0,0.0,0.0,1.0,0.08,0.95,0.03,0.03,0.04,0.03,0.874,270.3,jev-1.13.0,1075,153
Q0776,Z50 II 使い方,informational,1.0,0.0,0.0,0.0,1.0,0.06,0.92,0.02,0.02,0.03,0.02,0.8648,253.4,jev-1.13.0,1071,153
Q0777,nikon 株価,informational,0.77,0.0,0.2,0.03,0.69,0.85,0.03,0.04,0.02,0.96,0.04,0.0045,261.7,jev-1.13.0,1069,153
Q0778,50mm f1.8 FE 購入 店舗,transactional,0.0,0.0,1.0,0.0,1.0,0.03,0.1,0.21,0.48,0.04,0.48,0.097,329.7,jev-1.13.0,1079,152
Q0779,ニコンZ9 nikon Canon vs,comparison,0.0,1.0,0.0,0.0,1.0,0.96,0.96,0.9,0.11,0.04,0.9,0.0384,264.0,jev-1.13.0,1072,150
Q0780,R10 Canon α どっちがいい,comparison,0.0,1.0,0.0,0.0,1.0,0.05,0.16,0.86,0.77,0.03,0.86,0.152,305.2,jev-1.13.0,1075,150
Q0781,z8 通販 楽天,transactional,0.0,0.0,1.0,0.0,1.0,0.09,0.93,0.03,0.02,0.04,0.03,0.8463,192.2,jev-1.13.0,1072,152
Q0782,Nikon z9 値段 どこで 評判,transactional,0.02,0.0,0.98,0.0,0.97,0.51,0.96,0.04,0.02,0.04,0.04,0.4704,231.7,jev-1.13.0,1079,152
Q0783,腕時計 おすすめ,comparison,0.01,0.99,0.0,0.0,0.97,0.06,0.02,0.03,0.02,0.97,0.03,0.0188,219.7,jev-1.13.0,1071,150
Q0784,ニコン スマートフォン,informational,0.77,0.01,0.04,0.18,0.7,0.98,0.06,0.03,0.03,0.68,0.03,0.0012,310.0,jev-1.13.0,1074,153
Q0785,ニコンZf 在庫 楽天,transactional,0.0,0.0,1.0,0.0,1.0,0.98,0.97,0.03,0.02,0.04,0.03,0.0194,215.8,jev-1.13.0,1076,152
Q0786,Canon RF 50mm f1.8 購入,transactional,0.0,0.0,1.0,0.0,1.0,0.02,0.04,0.83,0.92,0.03,0.92,0.0392,295.2,jev-1.13.0,1077,152
Q0787,α9 III 違い 価格,comparison,0.0,0.95,0.05,0.0,0.93,0.05,0.07,0.13,0.69,0.07,0.69,0.0665,209.7,jev-1.13.0,1073,150
Q0788,nikon NIKKOR Z 24-120mm f/4 S セール,transactional,0.0,0.0,1.0,0.0,1.0,0.39,0.96,0.04,0.03,0.03,0.04,0.5856,223.6,jev-1.13.0,1086,152
Q0789,CANON eos r7 取扱説明書,informational,0.87,0.0,0.01,0.12,0.82,0.02,0.06,0.87,0.94,0.04,0.94,0.0588,224.5,jev-1.13.0,1074,153
Q0790,Z 30 中古 店舗,transactional,0.0,0.0,0.99,0.01,0.99,0.09,0.95,0.03,0.02,0.03,0.03,0.8645,209.3,jev-1.13.0,1074,152
Q0791,ニコン アルファ Z8 画質,informational,1.0,0.0,0.0,0.0,1.0,0.98,0.88,0.03,0.03,0.03,0.03,0.0176,189.5,jev-1.13.0,1076,153
Q0792,アルファ7Rマーク5 レビュー 初心者向け,informational,0.99,0.01,0.0,0.0,0.99,0.03,0.04,0.22,0.75,0.06,0.75,0.0388,230.1,jev-1.13.0,1085,153
Q0793,FE 24-70 GM2 設定方法 公式サイト,informational,0.72,0.0,0.0,0.28,0.63,0.03,0.08,0.14,0.85,0.05,0.85,0.0776,233.9,jev-1.13.0,1084,153
Q0794,ニコンZf 設定方法,informational,1.0,0.0,0.0,0.0,1.0,0.97,0.96,0.02,0.02,0.03,0.02,0.0288,212.9,jev-1.13.0,1074,153
Q0795,ニコンZf 下取り 予約,transactional,0.0,0.0,0.99,0.01,0.99,0.98,0.97,0.02,0.02,0.04,0.02,0.0194,219.9,jev-1.13.0,1075,152
Q0796,ニコン z9 公式ストア,navigational,0.0,0.0,0.03,0.97,0.97,0.98,0.98,0.02,0.02,0.04,0.02,0.0196,218.7,jev-1.13.0,1074,153
Q0797,NIKKOR Z 50mm f/1.8 S 下取り 店舗,transactional,0.0,0.0,0.98,0.02,0.97,0.15,0.96,0.03,0.03,0.04,0.03,0.816,223.4,jev-1.13.0,1086,152
Q0798,炊飯器 比較,comparison,0.0,1.0,0.0,0.0,1.0,0.03,0.02,0.03,0.02,0.97,0.03,0.0194,270.9,jev-1.13.0,1071,150
Q0799,sony α7R V ログイン どこで 性能比較,comparison,0.09,0.73,0.0,0.18,0.64,0.03,0.05,0.93,0.85,0.06,0.93,0.0485,247.5,jev-1.13.0,1083,150
Q0800,z8 中古 楽天,transactional,0.0,0.0,1.0,0.0,0.99,0.09,0.93,0.03,0.03,0.04,0.03,0.8463,239.5,jev-1.13.0,1072,152
